98;0;3;2;4;---G--;0;0;0
99;0;3;2;5;---G--;0;0;0
100;0;3;1;6;---G--;0;0;0
101;0;4;3;4;---G--;0;0;0
102;0;4;3;3;---G--;0;-1;0
103;0;4;3;6;---G--;0;0;0
104;0;4;4;4;---G--;0;0;0
105;0;5;4;6;---G--;0;0;0
106;0;5;5;5;---G--;0;0;0
107;0;5;3;3;---G--;3;0;0
108;0;5;2;6;---G--;0;0;0
109;0;5;5;6;------;0;0;0
110;0;5;0;9;---G--;0;0;0
111;0;6;6;6;---G--;0;0;0
112;0;6;4;7;---G--;0;0;0
113;0;6;2;4;---G--;4;0;0
114;0;7;7;7;---G--;0;0;0
115;0;8;5;5;---G-W;0;0;0
116;0;12;8;8;BCDGLW;0;0;0
117;1;1;1;1;B-----;0;0;0
118;1;0;0;3;------;0;0;0
119;1;1;1;2;------;0;0;0
120;1;2;1;0;----L-;0;0;0
121;1;2;0;3;------;0;0;1
122;1;2;1;3;---G--;0;0;0
123;1;2;4;0;------;0;0;0
124;1;3;2;1;--D---;0;0;0
125;1;3;1;4;------;0;0;0
126;1;3;2;3;------;0;0;0
127;1;3;0;6;------;0;0;0
128;1;4;4;3;------;0;0;0
129;1;4;2;5;------;0;0;0
130;1;4;0;6;------;4;0;0
131;1;4;4;1;------;0;0;0
132;1;5;3;3;B-----;0;0;0
133;1;5;4;0;-----W;0;0;0
134;1;4;2;2;------;0;0;1
135;1;6;5;5;------;0;0;0
136;1;0;1;1;------;0;0;0
137;1;2;0;0;-----W;0;0;0
138;1;2;0;0;---G--;0;0;1
139;1;4;0;0;----LW;0;0;0
140;1;2;0;0;-C----;0;0;0
141;2;0;-1;-1;------;0;0;0
142;2;0;0;0;BCDGLW;0;0;0
143;2;0;0;0;---G--;0;0;0
144;2;1;0;-2;------;0;0;0
145;2;3;-2;-2;------;0;0;0
146;2;4;-2;-2;------;0;-2;0
147;2;2;0;-1;------;0;0;1
148;2;2;0;-2;BCDGLW;0;0;0
149;2;3;0;0;BCDGLW;0;0;1
150;2;2;0;-3;------;0;0;0
151;2;5;0;-99;BCDGLW;0;0;0
152;2;7;0;-7;------;0;0;1
153;2;2;0;0;------;5;0;0
154;2;2;0;0;------;0;-2;1
155;2;3;0;-3;------;0;-1;0
156;2;3;0;0;------;3;-3;0
157;2;3;0;-1;------;1;0;1
158;2;3;0;-4;------;0;0;0
159;2;4;0;-3;------;3;0;0
160;2;2;0;0;------;2;-2;0
